,AreaCode,TimeZone,accuracy,city,error,formatted_address,input_string,latitude,longitude,postcode,prov,staddress,status,stnumber
570,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-13-050-09W5,93895826108016.000000,-0.000000,,,,,
571,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-13-053-06W5,93895871494720.000000,-0.000000,,,,,
572,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,05-29-082-20W4,93895774628640.000000,-0.000000,,,,,
573,,,1,Special Area,,LSD-09 SEC-02 TWP-031 RGE-14 MER-4,04-14-031-02W4,51.619853,-111.879142,T0J1T0,AB,Township Road 310 N/A,1,14201
574,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-11-039-07W5,93895926941928.000000,-0.000000,,,,,
575,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-31-050-01W4,93895888391080.000000,-0.000000,,,,,
576,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-19-017-06W4,93895836236760.000000,-0.000000,,,,,
577,587,America/Edmonton,1,Paintearth County No. 18,,LSD-09 SEC-03 TWP-040 RGE-14 MER-4,04-14-040-03W4,52.404804,-111.924169,T0B1R0,AB,Range Road 142,1,40001
578,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-19-045-11W5,93895774817880.000000,-0.000000,,,,,
579,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-13-056-21W4,93895779570296.000000,-0.000000,,,,,
580,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-31-071-04W5,93895827952728.000000,-0.000000,,,,,
581,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-29-041-12W4,93895966402488.000000,-0.000000,,,,,
582,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-26-048-21W4,93895828094040.000000,-0.000000,,,,,
583,587,America/Edmonton,,Yellowhead County,,LSD-09 SEC-02 TWP-051 RGE-17 MER-5,05-17-051-02W4,53.319891,-116.171104,T0E0T9,AB,Range Road 155,,50229
584,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-20-057-21W4,93895828046560.000000,-0.000000,,,,,
585,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-29-061-05W4,93895906682848.000000,-0.000000,,,,,
586,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,03-08-079-25W5,93895782401624.000000,-0.000000,,,,,
587,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-05-026-12W4,93895903872336.000000,-0.000000,,,,,
588,780,America/Edmonton,1,Leduc,,LSD-09 SEC-16 TWP-049 RGE-03 MER-5,05-03-049-16W5,53.228890,-114.367782,T9C2T0,AB,Township Road 492A N/A,1,3231
589,"780,587",America/Edmonton,,Bonnyville,,LSD-09 SEC-09 TWP-067 RGE-07 MER-4,04-07-067-09W5,54.650517,-110.924818,T9M0V0,AB,Range Road 73 N/A,,64424
590,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-22-112-06W6,93895988720512.000000,-0.000000,,,,,
591,,,1,Lethbridge,,LSD-09 SEC-16 TWP-013 RGE-20 MER-4,04-20-013-16W4,50.077691,-112.644505,T0K1G0,AB,Township Road 132 N/A,1,20131
592,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-04-011-13W4,93895857997808.000000,-0.000000,,,,,
593,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-24-015-08W4,93895894293504.000000,-0.000000,,,,,
594,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-29-036-08W4,93895790780120.000000,-0.000000,,,,,
595,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,04-34-040-07W4,93895844419472.000000,-0.000000,,,,,
596,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-20-042-28W4,93895782070520.000000,-0.000000,,,,,
597,"780,587",America/Edmonton,1,Grande Prairie,,LSD-09 SEC-11 TWP-070 RGE-04 MER-6,06-04-070-11W5,55.134835,-118.408874,T0H3H0,AB,Range Road 34 N/A,1,71202
598,587,America/Edmonton,1,Birch Hills,,LSD-09 SEC-10 TWP-077 RGE-04 MER-6,06-04-077-10W6,55.664796,-118.516600,T0H3V0,AB,Township Road 772 N/A,1,4201
599,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-26-039-24W4,93895774718192.000000,-0.000000,,,,,
